campaignid,sample,latitude,longitude,date,time.bottom,site,location,visibility,image,fov.Limited,fov.Open,mean.relief,sd.relief,broad.Consolidated,broad.Macroalgae,broad.Seagrasses,broad.Sponges,broad.Stony corals,broad.Unconsolidated,broad.Unknown,Total.Sum
2021-04_FRDC_BOSS,C537,-32.73974,115.603825,7/04/2021,12:58:24,Mandurah,Perth,Good,Top,0,100,3,0,0,53,15,0,0,1,11,80
2021-04_FRDC_BOSS,C521,-32.73164167,115.6113367,7/04/2021,13:08:10,Mandurah,Perth,Good,Top,0,100,3,0,0,58,0,0,0,0,13,71
2021-04_FRDC_BOSS,C536,-32.72193333,115.610715,7/04/2021,13:17:38,Mandurah,Perth,Good,Top,0,100,3,0,0,59,0,0,0,0,21,80
2021-04_FRDC_BOSS,C552,-32.72100667,115.6065617,7/04/2021,13:25:40,Mandurah,Perth,Good,Top,0,100,1.85,0.879618561,0,0,46,0,0,20,10,76
2021-04_FRDC_BOSS,C553,-32.72549,115.59069,7/04/2021,13:36:39,Mandurah,Perth,Good,Top,0,100,0.280701754,0.559157081,0,1,0,0,0,78,0,79
2021-04_FRDC_BOSS,C556,-32.72013167,115.5894883,7/04/2021,13:44:49,Mandurah,Perth,Good,Top,0,100,3,0,0,16,41,0,0,0,14,71
2021-04_FRDC_BOSS,C513,-32.716015,115.5943133,7/04/2021,14:05:08,Mandurah,Perth,Moderate,Top,1.351351351,98.64864865,3,0,0,53,6,0,0,0,15,74
2021-04_FRDC_BOSS,C515,-32.71587,115.579125,7/04/2021,14:15:41,Mandurah,Perth,Moderate,Top,0,100,2.945454545,0.229183884,0,61,0,0,0,3,7,71
2021-04_FRDC_BOSS,C546,-32.718225,115.56245,7/04/2021,14:26:48,Mandurah,Perth,Good,Top,0,100,2.44,0.732900305,0,2,57,0,0,13,2,74
2021-04_FRDC_BOSS,C530,-32.70577833,115.5735883,7/04/2021,14:39:01,Mandurah,Perth,Good,Top,0,100,0.64,0.749421546,0,2,6,0,0,64,4,76
2021-04_FRDC_BOSS,C520,-32.70640833,115.6119517,7/04/2021,14:53:24,Mandurah,Perth,Moderate,Top,0,100,3,0,0,47,0,0,0,0,21,68
2021-04_FRDC_BOSS,C509,-32.70012667,115.6070517,7/04/2021,15:04:09,Mandurah,Perth,Good,Top,0,100,2.9,0.303045763,0,0,67,0,0,3,3,73
2021-04_FRDC_BOSS,C501,-32.68659667,115.59707,7/04/2021,15:14:56,Mandurah,Perth,Good,Top,0,100,2.586206897,0.701739262,0,12,52,0,0,13,2,79
2021-04_FRDC_BOSS,C548,-32.67551667,115.6060967,7/04/2021,12:25:44,Mandurah,Perth,Good,Top,0,100,3,0,0,77,0,3,0,0,0,80
2021-04_FRDC_BOSS,C505,-32.66743,115.60697,7/04/2021,15:36:37,Mandurah,Perth,Good,Top,0,100,2.7,0.590891312,0,61,0,0,0,13,6,80
2021-04_FRDC_BOSS,C542,-32.66421833,115.5836333,7/04/2021,15:48:31,Mandurah,Perth,Good,Top,0,100,1.5,0.543983793,0,0,18,0,0,54,4,76
2021-04_FRDC_BOSS,C554,-32.68315167,115.5626283,7/04/2021,16:03:27,Mandurah,Perth,Moderate,Top,0,100,3,0,0,44,10,0,0,3,19,76
2021-04_FRDC_BOSS,C526,-32.68116333,115.5704267,7/04/2021,16:12:25,Mandurah,Perth,Moderate,Top,0,100,2.909090909,0.290803363,0,62,0,0,0,0,0,62
2021-04_FRDC_BOSS,C511,-32.68169167,115.5769833,7/04/2021,16:21:45,Mandurah,Perth,Good,Top,0,100,0.044444444,0.208409077,0,1,0,0,0,79,0,80
2021-04_FRDC_BOSS,C558,-32.694255,115.5826567,7/04/2021,16:32:35,Mandurah,Perth,Moderate,Top,0,100,2.957446809,0.204029709,0,29,12,0,0,0,13,54
2021-04_FRDC_BOSS,C634,-32.26994,115.6663633,8/04/2021,7:29:10,Garden Island,Perth,Good,Bottom,0,100,0,0,0,1,0,0,0,57,0,58
2021-04_FRDC_BOSS,C650,-32.25990167,115.6805067,8/04/2021,7:41:22,Garden Island,Perth,Good,Bottom,0,100,0.075,0.266746783,0,0,0,0,0,66,2,68
2021-04_FRDC_BOSS,C622,-32.25616167,115.6805217,8/04/2021,7:49:12,Garden Island,Perth,Moderate,Bottom,0,100,1.319148936,1.252933653,0,39,0,0,0,21,18,78
2021-04_FRDC_BOSS,C654,-32.24847167,115.6637667,8/04/2021,8:00:43,Garden Island,Perth,Moderate,Bottom,0,100,1.125,0.64797515,0,18,0,0,0,41,2,61
2021-04_FRDC_BOSS,C626,-32.25295667,115.651565,8/04/2021,8:10:53,Garden Island,Perth,Moderate,Bottom,0,100,0.05,0.220721428,0,0,0,0,0,62,0,62
2021-04_FRDC_BOSS,C603,-32.25015167,115.6380333,8/04/2021,8:50:45,Garden Island,Perth,Poor,Top,0,100,NA,NA,0,0,0,0,0,46,12,58
2021-04_FRDC_BOSS,C609,-32.24242,115.6210417,8/04/2021,9:02:27,Garden Island,Perth,Moderate,Top,0,100,1.833333333,0.966417231,0,47,0,0,0,19,4,70
2021-04_FRDC_BOSS,C658,-32.23989333,115.6233717,8/04/2021,9:10:12,Garden Island,Perth,Good,Top,0,100,3,0,0,73,0,0,0,0,3,76
2021-04_FRDC_BOSS,C605,-32.23299833,115.622765,8/04/2021,9:19:21,Garden Island,Perth,Good,Top,0,100,3.016949153,0.130188911,0,75,0,0,0,0,1,76
2021-04_FRDC_BOSS,C629,-32.226065,115.6134983,8/04/2021,9:29:28,Garden Island,Perth,Good,Top,0,100,2.836734694,0.425584832,0,59,0,0,0,1,5,65
2021-04_FRDC_BOSS,C645,-32.22161,115.6166183,8/04/2021,9:38:47,Garden Island,Perth,Good,Top,0,100,2.459016393,0.992870762,0,73,0,0,0,7,0,80
2021-04_FRDC_BOSS,C649,-32.222255,115.5972317,8/04/2021,9:51:50,Garden Island,Perth,Good,Top,2.5,97.5,1.49122807,1.037214798,0,30,2,0,0,40,4,76
2021-04_FRDC_BOSS,C601,-32.217025,115.5961417,8/04/2021,10:00:52,Garden Island,Perth,Moderate,Top,0,100,1.612903226,1.284904011,11,11,0,2,0,54,1,79
2021-04_FRDC_BOSS,C617,-32.20925,115.6039683,8/04/2021,10:12:54,Garden Island,Perth,Moderate,Top,0,100,3,0,0,71,0,0,0,0,4,75
2021-04_FRDC_BOSS,C633,-32.20878667,115.614885,8/04/2021,10:23:09,Garden Island,Perth,Moderate,Top,0,100,0.309090909,0.504524979,0,4,0,0,0,76,0,80
2021-04_FRDC_BOSS,C602,-32.22411,115.6317133,8/04/2021,10:39:21,Garden Island,Perth,Good,Top,0,100,0.734693878,0.446071286,0,12,0,0,0,66,2,80
2021-04_FRDC_BOSS,C606,-32.23334,115.6451417,8/04/2021,10:51:28,Garden Island,Perth,Moderate,Top,0,100,0.066666667,0.25226249,0,0,0,0,0,70,0,70
2021-04_FRDC_BOSS,C618,-32.225725,115.65058,8/04/2021,11:00:52,Garden Island,Perth,Good,Top,0,100,0,0,0,0,0,0,0,71,0,71
